From,To,length,well,inverse_rho_Ca,Al2O3,Au,CaO,Cr,Cr2O3,Cu,Fe2O3,FeO,GR,IPlin161,IPlin1610,IPlin641,IPlin6410,K,K2O,Litho,MagSusc,Mg,MgO,MnO,N16,N32,N64,N8,Na2O,Ni,P2O5,rho_ND,S,SP,Th,TiO2,U,Vp,Vs,Sc,SPR,caliper,Co,Ba,SiO2
24.23,25.81,1.58,1,Inverse relationship,0.00171328,0.078,5.63026,0.0012286,2.58218,1.48712,0.497075,-0.0500649,12.6691,84.6693,16.9992,204.89,50.9667,0.17289,2.01639,M1CC,0.315772,99.6344,-0.596892,4.11294,2761.39,2699.88,1334.98,1942.81,-0.552558,1.04022,386.902,2.6279,8.38304,138.4,1.2827,-0.104313,0.368325,5554.59,                              ,,999.798,6.04489,,,
25.81,28.81,3,1,Inverse relationship,0.12639,0,4.15305,0.102476,2.94442,1.58466,0.512477,-0.0402919,2.56227,66.2535,16.4043,110.803,34.4506,0.03704,6.03825,M1CC,0.365704,133.088,-0.462889,3.28301,3500.48,4165.54,3756.26,2265.92,-0.216976,0.743628,386.902,2.698,3.69152,119.51,0.313524,-0.035414,0.077645,5891.09,3348.89,,1096.49,6.03508,,,
28.81,31.81,3,1,Direct relationship,0.259665,0,3.34574,0.031228,2.68951,1.19452,0.783553,0.131713,3.78144,68.1387,16.9803,112.518,35.5093,0.06691,11.0656,M1CC,0.434685,147.895,-0.403576,2.42345,3976.41,5182.92,5788.56,2455.82,-0.720349,0.833506,343.802,2.6616,1.34576,-26.52,0.404484,0.171283,0.113111,5731.54,3057.74,,1130.67,6.03878,,,
31.81,34.81,3,1,Inverse relationship,0.102158,0,6.04563,-0.014112,2.5273,1.28762,0.209758,-0.232376,6.25418,68.9139,16.3865,117.559,36.0551,0.10216,16.5499,M1CC,0.348038,63.3143,-0.742378,4.51308,4223.11,5534.89,6402.51,2589.06,1.92871,0.743301,798.313,2.6869,5.39752,-83.57,0.637273,0.0522756,0.247536,5855.99,3321.12,,1170.65,6.04471,,,
34.81,37.81,3,1,Inverse relationship,0.170705,0,4.1372,-0.200402,1.86079,1.52088,0.344951,-0.146592,11.27,71.7712,18.4048,123.177,40.2515,0.28145,47.2623,M1CC,0.400942,70.6316,-0.713068,3.50076,4445.41,6068.15,7827.2,2668.98,2.35582,0.0602805,357.063,2.7103,4.41329,-194.69,0.674694,0.144783,0.395139,5966.59,3369.14,,1177.96,6.03952,,,
37.81,40.81,3,1,Direct relationship,0.227114,0,3.34329,-0.0550202,2.38093,1.71702,0.365058,-0.133833,11.863,74.0233,19.6731,126.36,41.3529,0.29068,44.6768,M1CC,0.450668,78.207,-0.682723,2.56953,4325.43,5818.03,7386.07,2621.45,2.88316,0.17406,368.431,2.6934,6.53994,-109.24,1.17653,0.240182,0.331056,5886.32,3333.01,,1170.47,6.04248,,,
40.81,43.81,3,1,Direct relationship,0.134988,0,2.50408,0.0868998,2.88869,1.02571,0.603705,0.0175943,4.35211,75.3187,19.3819,124.641,39.1302,0.07277,11.0656,M1CC,0.423749,171.625,-0.308523,3.04931,3765.36,4703.54,5185.57,2384.02,2.66558,0.675874,357.063,2.6681,8.20259,71.07,0.390141,0.0811843,0.158851,5757.75,                              ,,1118.69,6.03582,,,
43.81,46.81,3,1,Inverse relationship,0.212374,0,2.45255,0.154975,3.13225,2.16986,0.629533,0.0339828,3.29879,73.1758,17.7527,125.25,38.8266,0.06649,9.05465,M1CC,0.429544,170.106,-0.314607,2.97179,3732.67,4588.41,4626.6,2362.46,4.81675,0.81553,386.902,2.6661,8.38304,62.76,0.324219,0.171283,0.148721,5745.53,3351.92,,1109.01,6.05063,,,
46.81,47.81,1,1,Inverse relationship,0.263964,0,1.96816,0.169975,3.18592,1.43835,0.774311,0.125849,1.69703,74.2146,18.3396,129.211,39.0261,0.01482,0.00546,M1Cb1,0.42244,179.977,-0.275065,2.11222,3779.12,4702.24,5072.03,2384.37,2.6914,0.63937,343.802,2.7468,4.8644,68.16,0.234462,0.102384,0.0292296,6132.94,3534.09,,1114.16,6.04397,,,
47.81,48.81,1,1,Inverse relationship,0.150862,0,2.21868,-0.0896348,2.25709,2.10609,0.586644,0.0067688,1.13275,73.95,18.5351,128.651,40.3222,0.00554,1.78436,M1Cb1,0.45665,175.168,-0.294329,2.1601,3838.4,4762.18,4896.81,2408.74,3.38838,0.239483,436.633,2.7414,8.20259,52.5,0.12639,-0.109613,0.045226,6111.46,3062.96,,1114.05,6.0373,,,
48.81,49.81,1,1,Direct relationship,0.18261,0,2.2821,-0.0169441,2.51716,1.16076,0.592331,0.0103773,1.46878,73.797,18.9472,127.812,40.0856,0.01485,0.85624,M1Cb1,0.450762,186.305,-0.249717,2.48843,3715.92,4600.49,4849.01,2349.49,3.23349,0.700763,357.063,2.7463,6.57861,80.94,0.0664223,0.0811843,0.0565784,6131.89,2976.93,,1096.11,6.04618,,,
49.81,50.81,1,1,Inverse relationship,0.259665,0,2.86479,-0.0925194,2.24677,1.63342,0.725025,0.0945754,1.55048,73.3932,18.8198,128.494,42.224,0.01448,1.01093,M1Cb1,0.409541,221.657,-0.10811,3.07553,3565.49,4322.96,4390.64,2280.91,2.6914,0.342773,386.902,2.7342,4.27796,92.73,0.124462,0.102384,0.0646015,6075.23,3407.55,,1079.63,6.0173,,,
50.81,51.81,1,1,Direct relationship,0.203776,0,2.91632,0.132476,3.05175,1.92603,0.792794,0.137577,2.36526,72.5776,18.9176,122.672,42.2619,0.03838,1.01093,M1Cb1,0.423842,230.158,-0.0740598,3.43122,3134.25,3658.38,3898.89,2073.35,1.46093,0.824518,386.902,2.7414,10.1424,116.19,0.162845,0.033485,0.0790455,6114.72,3395.9,,1029.75,6.03508,,,
51.81,53.55,1.74,1,Inverse relationship,0.460008,0.008,3.20489,0.205974,3.31472,0.872656,1.2068,0.400275,1.84766,69.1662,17.5769,105.49,32.8856,0.01832,0.20656,M1Cb1,0.427007,269.808,0.0847669,2.78802,2513.9,3041.88,3500,1707.15,1.21484,0.833506,309.322,2.7173,4.62982,196.989,0.17581,-0.173212,0.100894,5991.24,3531.29,,910.636,5.85505,,,
53.55,54.56,1.01,1,Direct relationship,0.425184,0.968,1.61775,-0.0718948,2.32056,4.04739,0.312251,-0.167341,1.84509,63.2605,13.1671,111.271,33.1456,0.01267,                           ,M1Cb1,0.195027,192.728,-0.22399,0.627249,3288.18,3777.04,3202.03,2148.46,0.677908,0.509946,63.6503,2.6501,18.3525,114.18,0.303894,-0.379909,0.0910269,5656.84,2800.98,,1041.51,5.64016,,,
54.56,55.81,1.25,1,Inverse relationship,0.372304,4.035,0.690202,-0.177418,1.94302,5.32021,0.522951,-0.0336463,1.70829,66.3983,15.3397,114.6,35.4487,0.01087,                           ,M1Cb1,0.0411936,206.301,-0.169619,0.404947,4018.17,5127.37,5383.69,2466.07,0.745025,0.328752,102.441,2.6793,7.44473,-29.544,0.157272,-0.33857,0.0348337,5820.17,3563.74,,1109.46,5.63643,,,
55.81,56.81,1,1,Direct relationship,0.536247,7.72,0.813875,0.209974,3.32903,1.92603,0.922171,0.21967,1.53245,68.4769,16.3445,118.155,37.3767,0.01891,                           ,M1Cb1,0.242977,333.534,0.340032,0.725062,4102.33,5429.98,6526.39,2488.84,0.789769,0.994087,113.934,2.6783,6.03728,-92.25,0.173546,-0.173212,0.0662173,5845.31,3718.47,,1108.62,5.61905,,,
56.81,57.81,1,1,Direct relationship,0.92948,9.645,1.35804,0.511968,4.4095,1.80898,1.49882,0.585571,1.01751,68.7814,16.3689,120.355,38.4316,0.0125,                           ,M1Cb1,0.195588,411.629,0.652853,1.13054,4078.9,5440.4,6811.41,2472.4,1.28196,1.39434,102.441,2.7261,7.44473,-125.22,0.0854828,-0.33857,0.0407936,6036.36,3661.45,,1101.31,5.63465,,,
57.81,58.81,1,1,Inverse relationship,1.42475,10,2.05885,0.979958,6.08386,2.74531,2.4673,1.2001,0.942256,69.8499,16.6373,120.623,38.8223,0.00915,1.41312,M1Cb1,0.307472,623.537,1.50169,1.89526,4157.32,5580.52,7086.91,2501.33,1.95312,2.57641,102.441,,14.482,-158.07,0.0291956,-0.173212,0.0733806,                              ,3715.36,,1105.02,5.64578,,,
58.81,59.81,1,1,Inverse relationship,0.874451,6.77,1.52156,0.709963,5.11788,0.853149,2.11737,0.978054,0.876448,70.047,16.5864,121.952,39.0601,0.01128,1.01093,M1Cb1,0.351496,594.032,1.3835,1.68837,4023.87,5444.49,7132.71,2430.18,1.34907,2.61308,85.2005,2.8024,9.55592,-164.49,0.0675432,-0.31101,0.0561405,6369.49,3875.56,,1081.33,5.63242,,,
59.81,60.81,1,1,Direct relationship,1.1238,2.055,1.7483,0.709963,5.11788,0.267944,2.01263,0.911598,1.33984,69.9717,16.6507,123.297,39.6706,0.00509,1.01093,M1Cb1,0.341962,580.321,1.32858,1.6528,4097.07,5563.21,7246.75,2457.81,1.57279,2.51602,85.2005,2.8261,13.0746,-213.93,0.15528,-0.31101,0.0463842,6447.98,3948.14,,1082.01,5.64133,,,
60.81,61.81,1,1,Inverse relationship,1.02677,0.9175,0.684313,0.491397,4.3359,-0.163993,1.45552,0.558095,1.32065,70.4788,16.8024,122.828,39.26,0.01179,0.72365,M1CbFu1,0.342804,457.79,0.837758,0.938471,4017.33,5496.71,7323.71,2411.12,1.49289,1.57923,72.8861,2.8211,8.04793,-215.1,0.13532,-0.409437,0.103875,6463.49,3925.93,,1065.08,5.65024,,,
61.81,62.81,1,1,Direct relationship,0.628782,0.675,1.32035,0.72282,5.16388,0.254011,2.04168,0.930027,5.37639,69.8821,16.4265,122.866,39.488,0.0961,36.9204,M1CbFu1,0.359192,565.436,1.26895,1.28145,3961.16,5384.26,7162.96,2380.22,0.150566,2.2356,294.544,2.836,7.0426,-227.43,0.793474,-0.291325,0.127118,6490.08,4017.76,,1052.54,5.6391,,,
62.81,63.81,1,1,Inverse relationship,1.09586,1.7425,1.09729,0.811211,5.48012,1.77972,2.03574,0.926257,10.8399,71.183,16.659,124.943,39.5928,0.27969,75.9181,M1CbFu1,0.456339,480.235,0.927669,1.17633,3892.32,5328.77,7163.64,2338.51,0.929595,1.44288,386.902,2.8349,6.03728,-203.43,0.803971,-0.173212,0.317168,6503.97,3838.5,,1037.92,5.61905,,,
63.81,64.81,1,1,Inverse relationship,0.6079,2.025,1.8651,0.814961,5.49354,0.853149,2.40076,1.15788,7.36952,71.1189,16.5398,127.684,40.7316,0.15166,55.306,M1CbFu1,0.399789,659.842,1.64711,1.77136,3970.65,5380.7,7147.69,2381.08,1.57279,2.84677,257.601,2.8173,9.55592,-242.94,0.886333,-0.035414,0.274499,6432.14,3693.09,,1048.62,5.64356,,,
64.81,65.81,1,1,Inverse relationship,0.155625,0.474,0.446978,0.183475,3.23422,-0.590356,1.4138,0.531624,7.47715,71.6192,17.0328,127.556,41.2719,0.1579,37.6099,M1CbFu1,0.466745,416.893,0.673942,0.938471,4016.62,5515.74,7547.32,2399.75,1.41619,1.61005,205.881,2.818,6.03728,-267.66,0.479031,-0.421248,0.194713,6442.36,3838.23,,1053.95,5.6391,,,
65.81,66.81,1,1,Inverse relationship,0.683136,0.2585,1.01484,0.434344,4.13178,1.41397,1.72153,0.726888,7.86596,71.9116,17.5015,129.048,42.5951,0.14129,62.3443,M1CbFu1,0.398044,467.896,0.878242,1.1341,4059.45,5588.43,7760.66,2418.4,1.93634,1.48871,257.601,2.8146,10.4356,-303.69,0.676125,-0.379909,0.28014,6418.36,3843.28,,1057.73,5.63687,,,
66.81,67.81,1,1,Direct relationship,0.788467,0.2405,2.20864,0.582466,4.66172,1.43835,2.27755,1.07969,8.20149,73.1819,18.3183,128.094,42.6032,0.16584,61.3388,M1CbFu1,0.414308,602.258,1.41645,1.79211,4112.64,5757.99,8098.52,2434.82,2.1321,2.13134,257.601,2.8354,14.2474,-278.85,0.636556,-0.448808,0.167332,6510.31,3927.4,,1060.35,5.63242,,,
67.81,68.81,1,1,Inverse relationship,0.717223,0.2835,1.64425,0.452826,4.1979,0.922817,1.85157,0.8094,3.02884,73.1023,17.7339,129.933,41.4808,0.05403,23.1312,M1CbFu1,0.337756,523.129,1.09949,1.46437,3903.54,5333.54,7515.52,2351.94,1.39701,1.99524,                            ,2.8751,14.0799,-215.04,0.391299,-0.52755,0.164873,6654.12,3902.4,,1043.11,5.65246,,,
68.81,69.81,1,1,Direct relationship,0.410137,0.357,1.52843,0.709963,5.11788,0.365478,2.05576,0.938962,7.20915,71.4476,16.6843,129.505,40.7559,0.17719,63.3498,M1CbFu1,0.355422,539.19,1.16382,1.5046,3972.75,5394.52,7162.46,2380.93,0.90163,2.70296,85.2005,2.8248,11.9017,-252.93,0.526547,-0.31101,0.240255,6457.68,3834.73,,1049.03,5.61905,,,
69.81,70.81,1,1,Inverse relationship,0.60962,0.323,3.09771,0.679364,5.0084,1.10674,2.43773,1.18133,7.45013,72.2617,17.2506,128.177,41.5136,0.14462,56.9148,M1CbFu1,0.312239,649.203,1.6045,2.02686,4023.82,5549.77,7556.81,2398,2.75851,1.94224,412.762,2.8536,14.482,-296.07,0.859299,-0.503927,0.294604,6577.32,3813.3,,1052.22,5.63019,,,
70.81,71.81,1,1,Inverse relationship,0.842514,0.288,0.619531,0.645679,4.88789,0.839216,2.03112,0.923325,13.2853,72.4973,17.7871,127.996,41.8767,0.33123,116.208,M1CbFu1,0.407578,553.684,1.22188,1.41356,4057.63,5635.52,7850.93,2412.23,1.30113,2.04146,220.658,2.8523,7.0426,-309.45,1.05701,-0.291325,0.383541,6583.89,3759.54,,1053.79,5.64133,,,
71.81,72.81,1,1,Direct relationship,1.23902,0.307,3.21314,1.12395,6.59905,1.80898,3.16963,1.64575,8.70673,72.7109,17.9133,130.205,43.0117,0.15685,88.2853,M1CbFu1,0.419636,699.876,1.80748,3.3749,4031.91,5601.13,7888.69,2398.6,1.41619,3.91811,205.881,2.8581,15.8895,-321.36,1.03439,-0.173212,0.249058,6595.81,3813.8,,1050.39,5.63687,,,
72.81,73.81,1,1,Inverse relationship,1.1496,0.321,2.97816,0.747463,5.25205,1.53589,2.41925,1.1696,10.9514,75.4075,19.6135,130.071,43.5112,0.28798,95.5246,M1CbFu1,0.423281,583.064,1.33956,2.42345,4066.01,5686.4,8046.29,2411.55,0.00674509,2.46209,257.601,2.8638,8.38304,-279.72,0.96643,-0.31101,0.291798,6610.61,3859.48,,1053.62,5.6391,,,
73.81,74.81,1,1,Direct relationship,0.805663,0.205667,1.20256,0.51711,4.4279,0.588414,2.14729,0.997042,12.9923,74.5401,19.1655,131.428,42.0619,0.35438,102.419,M1CbFu1,0.447584,570.137,1.28778,1.566,3836,5209.42,7133.71,2318.57,0.150566,2.06611,220.658,2.8381,7.0426,-164.28,1.05344,-0.409437,0.419027,6522.66,3709.75,,1034.24,5.63465,,,
74.81,75.81,1,1,Inverse relationship,0.437161,0.0816667,3.37568,0.195689,3.27792,0.672014,1.4872,0.578199,7.59987,72.7045,18.2403,130.38,41.4634,0.16117,38.644,M1CbFu1,0.385706,473.772,0.901779,1.64222,3859.07,5095.45,6387.15,2341.03,1.39701,1.47446,516.203,2.806,8.04793,-154.32,0.763309,-0.52755,0.286548,6368.47,3705.7,,1041.16,5.62573,,,
75.81,76.81,1,1,Inverse relationship,0.680372,0.045,1.59125,0.0208353,2.65233,-0.0803921,1.1334,0.353699,3.81184,74.5058,18.9858,132.379,43.0332,0.06826,5.89462,M1CbFu1,0.26513,349.203,0.402797,0.994364,3796.86,5059.28,6416.68,2307.58,1.39701,1.14782,72.8861,2.8504,6.03728,-137.58,0.404437,-0.409437,0.159249,6571.25,3913.65,,1034.47,5.62351,,,
76.81,77.81,1,1,Direct relationship,-0.280769,0.0606667,1.30372,-0.465306,0.913022,-0.242676,0.0545846,-0.330837,9.85971,74.4765,19.3014,129.185,39.2861,0.09988,22.4214,M1CbFu1,0.348973,167.396,-0.325461,0.286735,3687.57,4789.9,5632.99,2259.37,-0.210396,0.0861458,881.287,2.8202,5.62332,10.68,1.02108,-0.708192,0.439827,6441.45,3882.07,,1021.23,5.65469,,,
77.81,78.81,1,1,Direct relationship,-0.674584,0.2425,-0.37767,-0.897541,-0.633422,0.474267,-0.754042,-0.843933,32.0643,71.8229,16.2466,130.013,39.0312,0.29177,3.87264,M1CbFu1,0.281674,29.7535,-0.876812,-0.71477,3270.19,4044.87,4471.09,2085.77,0.239071,-0.785538,436.633,2.7942,3.87196,4.56,3.3639,-0.856902,0.972237,6316.88,3802.29,,984.387,5.64133,,,
78.81,79.81,1,1,Inverse relationship,0.583825,0.3498,3.16367,0.178975,3.21812,1.2823,0.648631,0.0461013,13.8916,69.6654,16.4939,125.901,39.3246,0.312,97.9378,M1CbFu1,0.292049,210.908,-0.151167,1.54313,3772.57,4868.51,5333.2,2304.53,-0.0603713,1.49141,102.441,2.7073,8.14846,-123.69,1.11638,-0.421248,0.455006,5954.5,3606.06,,1033.14,5.61014,,,
79.81,80.81,1,1,Inverse relationship,0.673002,0.323333,1.06122,0.452826,4.1979,0.254011,1.80933,0.782594,10.5408,72.2734,17.7632,126.62,39.9779,0.29059,69.6698,M1CbFu1,0.391315,426.765,0.713484,1.4034,3845.45,5091.76,6151.53,2330.35,0.629968,1.87506,146.772,2.8055,9.05325,-135.6,1.03874,-0.173212,0.217958,6398.88,3656.14,,1038.55,5.63465,,,
80.81,81.81,1,1,Inverse relationship,0.759805,0.5415,2.44453,0.439969,4.1519,1.53589,1.35343,0.493314,14.1998,73.4341,18.012,129.208,41.4093,0.38725,110.271,M1CbFu1,0.358787,307.576,0.236051,1.6775,3747.94,4953.47,6199.61,2283.3,-0.40341,1.88807,228.868,2.7885,18.548,-162.99,0.579491,-0.265077,0.375269,6297.22,3849,,1026.72,5.62351,,,
81.81,82.81,1,1,Inverse relationship,0.346509,0.554667,2.97404,-0.0730198,2.31654,0.931177,0.282679,-0.186105,16.6695,73.1876,18.7113,128.717,42.1716,0.42979,62.9476,M1CbFu1,0.282515,194.456,-0.21707,1.0185,3876.59,5198.59,6544.51,2338.32,0.00674509,0.66094,257.601,2.7764,6.03728,-174.42,1.39018,-0.586606,0.482714,6271.03,3655.55,,1038.59,5.63019,,,
82.81,83.98,1.17,1,Inverse relationship,0.536247,0.557125,3.52095,-2.14E-05,2.57771,-0.154704,0.683953,0.0685141,20.1675,74.774,19.5553,129.902,42.7319,0.54769,111.612,M1CbFu1,0.272888,225.679,-0.0920001,1.36134,3691.28,4924.54,6331.36,2247.76,-0.40341,0.926978,343.802,2.7717,4.47344,-99.6678,1.81983,-0.540673,0.580425,6244.4,3678.21,,1014.91,5.64588,,,
83.98,84.98,1,1,Direct relationship,-0.188012,1.36533,0.668693,-0.573487,0.52597,-0.287576,-0.31374,-0.564549,22.0567,74.6345,19.1156,130.727,40.7413,0.45658,45.6885,M1CbFu1,0.261765,84.696,-0.65673,-0.20358,3423.02,4443.47,5492.18,2127.23,-0.153751,-0.16062,493.716,2.738,2.36565,-18.81,1.68669,-0.748369,0.611672,6099.53,3557.76,,985.699,5.64133,,,
90.98,91.98,1,1,Inverse relationship,0.849884,0.13,1.67959,0.47854,4.2899,1.34082,1.9255,0.85631,22.4589,73.5918,17.5858,143.384,44.0997,0.43795,128.274,M1CbFu2,0.404214,492.575,0.977096,1.55329,3663.05,4662.71,4775.72,2250.54,1.10937,1.7857,442.317,2.6704,6.03728,-92.88,1.77732,-0.0550994,0.862552,5743.75,3350.13,,1016.41,5.65024,,,
91.98,93.31,1.33,1,Inverse relationship,1.05625,0.147,0.825653,0.619965,4.79589,2.00963,2.24762,1.06071,15.4467,74.5296,18.1061,133.89,40.0753,0.34271,124.827,M1CbFu2,0.492974,541.932,1.17481,1.39324,3554.46,4605.95,5403,2195.92,1.58877,2.20478,368.431,2.856,7.0426,-29.4089,1.12753,0.0630131,0.532814,6587.8,3740.61,,1004.71,5.63333,,,
93.31,94.81,1.5,1,Inverse relationship,1.24418,0.183,1.2536,0.949958,5.97653,0.560547,2.73345,1.36897,12.7355,71.9199,17.2989,131.722,40.9972,0.2806,127.7,M1CbFu2,0.438517,665.326,1.66908,2.14186,3722.45,4794.86,5323.88,2278.48,1.34907,2.81082,343.802,2.8022,10.7288,-88.42,0.974207,0.102384,0.369071,6366.23,3724.21,,1024.55,5.63761,,,
94.81,95.81,1,1,Inverse relationship,1.62079,0.1265,0.508814,1.24995,7.04984,1.10674,3.37663,1.77709,15.4455,74.515,17.464,133.183,37.8962,0.39866,170.331,M1CbFu2,0.440947,811.753,2.25562,2.22249,3341.5,4239.36,4934.89,2107.38,7.45666,3.52984,723.084,2.8541,11.6671,27.24,1.28705,0.322861,0.381107,6586.54,3788.31,,985.392,5.64578,,,
95.81,96.81,1,1,Inverse relationship,0.463877,0.1265,0.793263,0.214974,3.34692,-0.780548,1.80933,0.782594,9.10847,70.6168,14.7745,130.942,37.3881,0.20765,60.8361,M1CbFu2,0.506003,472.009,0.894717,1.34528,3426.87,4228.64,4437.18,2145.84,2.6914,1.67746,322.252,2.8133,6.91694,-51.99,0.913378,-0.276561,0.260516,6400.51,                              ,,995.251,5.63464,,,
96.81,97.81,1,1,Inverse relationship,1.1668,0.1415,1.87747,0.450769,4.19054,1.10674,2.43773,1.18133,10.7682,69.233,15.4901,125.314,38.1857,0.22298,61.741,M1CbFu2,0.440106,582.734,1.33825,2.098,3808.8,4985.35,5718.41,2313.65,2.22158,1.86458,102.441,2.8012,7.44473,-164.58,0.896394,-0.173212,0.269762,6380.98,3705.91,,1033.19,5.6391,,,
97.81,98.81,1,1,Inverse relationship,0.989915,0.076,0.743205,0.542824,4.51989,0.17041,2.2265,1.0473,12.5868,71.0042,16.9174,126.841,40.2947,0.26416,126.55,M1CbFu2,0.468147,537.232,1.15598,1.55329,3906.78,5287.05,6693.22,2343.84,4.17755,1.8689,294.544,2.8502,7.0426,-229.825,0.998709,-0.0550994,0.410014,6560.44,3814.63,,1033.49,5.65469,,,
98.81,99.81,1,1,Inverse relationship,0.28976,0.1485,-0.361021,0.293722,3.62866,-0.853699,1.84629,0.806049,6.66543,72.5362,17.8519,128.908,42.3123,0.10523,53.2951,M1CbFu2,0.383183,461.726,0.853528,1.18523,3939.69,5388.5,7184.77,2355.62,2.43971,1.68555,63.6503,2.8577,6.91694,-264.21,0.876762,-0.276561,0.212668,6587.9,3791.01,,1036.31,5.60346,,,
99.81,100.81,1,1,Inverse relationship,0.941088,0.2395,0.0306108,0.496218,4.35315,2.21863,1.86015,0.814845,11.6449,73.6493,18.5997,131.93,43.7518,0.27062,83.4591,M1CbFu2,0.47656,465.84,0.870004,1.11631,3970.55,5463.64,7466.5,2367.33,3.36256,1.69633,192.951,2.822,9.55592,-282.69,1.27203,0.033485,0.397436,6462.89,3807.45,,1038.93,5.62573,,,
100.81,101.81,1,1,Direct relationship,1.50213,0.187,1.03374,0.694964,5.06422,1.24329,2.75809,1.38461,10.1141,73.9417,18.5942,131.241,41.5566,0.24612,91.5028,M1CbFu2,0.416271,602.258,1.41645,2.12704,3865.37,5213.4,6902.94,2326.93,4.25745,2.19246,430.002,2.8676,14.2474,-149.43,0.802482,0.102384,0.526206,6619.19,3887.29,,1030.81,5.62796,,,
101.81,102.81,1,1,Inverse relationship,1.53653,0.118,0.29857,0.769962,5.33254,2.7063,2.72729,1.36506,13.5342,72.3934,16.5299,132.485,39.8428,0.30328,123.678,M1CbFu2,0.44263,626.937,1.51531,1.89289,3575,4653.44,5847.74,2202.13,2.46768,2.22481,171.401,2.8034,27.1491,-126.33,0.827832,0.102384,0.483375,6375.98,4029.87,,1005.5,5.63019,,,
102.81,103.81,1,1,Direct relationship,0.928191,0.1705,-0.288879,0.428719,4.11165,2.21863,1.9387,0.864687,11.6064,71.9053,16.7331,129.53,40.6113,0.26805,83.4591,M1CbFu2,0.406176,478.179,0.919431,1.24525,3813.07,5083.17,6256.81,2306.16,1.85244,1.575,128.301,2.793,22.7508,-205.92,1.26103,-0.276561,0.346772,6319.38,3616.38,,1027.83,5.64578,,,
103.81,104.81,1,1,Inverse relationship,0.799215,0.5925,-0.149746,0.259973,3.50791,3.02328,1.67071,0.694637,9.44282,73.2614,17.8339,131.37,42.573,0.20413,59.3279,M1CbFu2,0.403092,422.652,0.697008,1.03851,3913.68,5315.82,6913.89,2346.08,3.19477,1.29997,192.951,2.8156,8.67626,-262.68,0.73793,-0.276561,0.384648,6430.3,3785.23,,1035.81,5.63464,,,
104.81,105.81,1,1,Direct relationship,1.48494,0.566,0.978773,0.604966,4.74222,2.80383,2.48085,1.2087,13.6071,74.2501,18.5068,129.894,41.515,0.31133,121.667,M1CbFu2,0.458613,585.806,1.35055,2.18633,3921.24,5341.62,6996.95,2346.81,6.49466,1.81497,516.203,2.8503,14.2474,-188.76,1.40469,-0.035414,0.306426,6568.06,3819.44,,1035.1,5.62351,,,
105.81,106.81,1,1,Inverse relationship,0.857254,0.162667,0.128519,0.304972,3.66891,1.63342,1.77698,0.762071,13.2432,72.8232,16.6736,131.339,39.875,0.41725,86.4754,M1CbFu2,0.439265,437.048,0.754673,1.2119,3548.31,4676.33,6113.81,2184.86,3.02698,1.24065,580.853,2.8662,10.4356,-125.22,1.18821,-0.173212,0.26504,6624.16,3796.3,,996.784,5.63242,,,
106.81,107.81,1,1,Direct relationship,1.73429,0.1475,-0.25796,0.754963,5.27888,3.87671,2.77657,1.39634,12.5623,70.7332,16.1683,128.574,39.3085,0.2915,133.732,M1CbFu2,0.430292,607.742,1.43842,1.85435,3782.22,5014.02,6039.78,2292.1,2.80326,2.00911,257.601,2.7856,22.4576,-207.06,0.88793,0.102384,0.38613,6293.99,3630.6,,1022.19,5.62351,,,
107.81,108.81,1,1,Inverse relationship,0.582105,0.1645,0.67188,0.294972,3.63313,1.53589,1.29182,0.454222,15.83,71.4856,16.9709,127.193,40.7264,0.39533,100.887,M1CbFu2,0.427488,401.172,0.610968,1.11434,3893.99,5286.15,6805.21,2335.89,0.938916,1.37757,286.335,2.8348,11.5107,-263.34,1.09554,-0.356943,0.362256,6507.07,3788.45,,1030.05,5.61683,,,
108.81,109.81,1,1,Inverse relationship,1.52793,0.2885,-0.546531,0.799962,5.43988,2.26043,2.46941,1.20144,20.297,72.4902,17.7706,127.393,41.1055,0.50773,186.878,M1CbFu2,0.506283,546.633,1.19364,1.62951,3859.16,5322.75,7189.98,2307.94,2.35582,1.84116,442.317,2.8776,14.0799,-266.46,2.04186,-0.291325,0.454124,6675.23,3769.17,,1019.46,5.64801,,,
109.81,110.81,1,1,Inverse relationship,1.32894,0.2685,0.584196,0.645679,4.88789,2.17683,2.20538,1.0339,15.6185,72.7799,17.8076,129.424,41.6946,0.36193,131.721,M1CbFu2,0.459455,541.932,1.17481,1.61681,3855.28,5302.13,7170.46,2310.74,2.16406,1.6008,959.519,2.8657,9.05325,-271.65,1.01052,-0.0550994,0.497177,6625.12,3478.64,,1021.82,5.64355,,,
110.81,111.81,1,1,Inverse relationship,0.334901,0.2395,1.54046,-0.015646,2.52181,0.828766,1.0192,0.28124,12.0151,73.2138,18.3528,130.216,42.823,0.35782,42.7377,M1CbFu2,0.415991,395.094,0.58662,0.742846,3951.61,5439.89,7295.68,2357.62,1.51686,1.02764,257.601,2.8347,6.91694,-292.47,1.05659,-0.483258,0.237969,6503.7,3598.92,,1034.27,5.65024,,,
111.81,112.81,1,1,Inverse relationship,0.232437,0.1165,1.49637,-0.0310207,2.4668,12.3947,0.918063,0.217064,9.14643,74.2174,19.1322,131.64,44.3513,0.12941,60.6685,M1CbFu2,0.330746,375.579,0.508451,0.549196,3874.54,5357.57,7350.03,2313.22,1.23721,0.907804,286.335,2.8944,7.60112,-259.98,0.936285,-0.540673,0.187473,6736.89,3866.9,,1020.04,5.6391,,,
